Date,Year,Pass,Site No.,FishNo,Species ,FinLength,Weight,ScaleAge,CapturedFloyTagNo,AppliedFloyTagNo,ActiveFloyTagNo,CapturedPITTagNo,AppliedPITTagNo,ActivePITTagNo,AgeMethod
10/12/2013,2013,2,L11,15,RB,252,204,1,,12402,12402,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L23,5,RB,278,224,2,,12260,12260,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L22,23,RB,237,151,1,,12442,12442,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L21,7,RB,217,127,1,,12498,12498,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L20,4,RB,227,141,1,,12151,12151,,9.85121E+14,9.85121E+14,SCA
10/20/2013,2013,4,L10,2,RB,308,371,2,,12763,12763,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L46,5,RB,208,103,1,,12636,12636,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L32,4,RB,224,141,1,,12656,12656,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L02,5,RB,269,209,1,,12370,12370,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L15,11,RB,262,208,1,,12414,12414,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L13,2,RB,261,191,1,,12807,12807,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L10,7,RB,233,185,1,,12202,12202,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L11,3,RB,262,215,1,,12207,12207,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L12,7,RB,270,249,1,,12476,12476,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L49,9,RB,354,581,2,,12714,12714,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,14,RB,356,491,3,,12547,12547,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L21,7,RB,233,163,1,,12822,12822,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,4,RB,297,291,2,,12587,12587,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L22,13,RB,230,165,1,,12249,12249,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L01,1,RB,341,476,3,,12287,12287,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L02,7,RB,272,248,1,,12177,12177,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L39,2,RB,208,111,1,,12627,12627,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L07,8,RB,346,450,3,,12192,12192,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L08,3,RB,263,,1,,12299,12299,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L27,11,RB,300,299,2,,12459,12459,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L19,2,RB,253,185,1,,12860,12860,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,19,RB,356,563,2,,12253,12253,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L08,2,RB,372,567,3,,12120,12120,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L46,1,RB,368,564,3,,12632,12632,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L20,5,RB,259,195,1,,12152,12152,,9.85121E+14,9.85121E+14,SCA
10/20/2013,2013,4,L23,5,RB,212,114,1,,12793,12793,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,10,RB,356,467,3,,12543,12543,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L20,9,RB,105,12,0,,,,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L27,9,RB,225,155,1,,12278,12278,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L23,3,RB,235,147,1,,12258,12258,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L21,2,RB,237,165,1,,12159,12159,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L36,6,RB,286,291,2,,12674,12674,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L24,2,RB,283,279,2,,12824,12824,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L15,3,RB,257,204,1,,12218,12218,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L22,14,RB,255,195,1,,12787,12787,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L19,4,RB,267,210,1,,12862,12862,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L16,5,RB,392,637,3,,12141,12141,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L48,4,RB,233,186,1,,12704,12704,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L19,5,RB,367,462,3,,12535,12535,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L16,3,RB,258,213,1,,12808,12808,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L27,3,RB,380,560,4,,12567,12567,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L36,10,RB,225,174,1,,12678,12678,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L16,1,RB,275,,1,,12323,12323,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L26,4,RB,250,194,1,,12266,12266,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,20,RB,288,264,2,,12439,12439,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L21,6,RB,212,,1,,12346,12346,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L22,11,RB,340,407,3,,12544,12544,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L27,6,RB,241,174,1,,12570,12570,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L32,6,RB,142,31,0,,,,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L34,5,RB,400,721,4,,12588,12588,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L22,7,RB,240,171,1,,12866,12866,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L19,3,RB,400,643,3,,12418,12418,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L11,10,RB,243,182,1,,12850,12850,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L50,8,RB,365,445,3,,12644,12644,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L49,5,RB,387,781,4,,12710,12710,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L21,3,RB,367,,4,,12343,12343,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L16,5,RB,117,18,0,,,,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L50,11,RB,275,275,1,,12647,12647,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L16,14,RB,153,40,0,,,,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L46,4,RB,211,95,1,,12635,12635,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L14,1,RB,256,203,1,,12213,12213,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L07,5,RB,263,235,1,,12762,12762,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L49,4,RB,441,881,5,,12709,12709,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L19,14,RB,233,159,1,,12238,12238,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L11,10,RB,113,23,0,,,,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L05,3,RB,344,446,3,,12116,12116,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L02,5,RB,228,174,1,,12175,12175,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L32,3,RB,356,395,2,,12655,12655,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L52,11,RB,248,191,1,,12735,12735,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L27,7,RB,215,127,1,,12571,12571,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L21,5,RB,227,126,1,,12496,12496,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,15,RB,257,195,1,,12251,12251,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L08,4,RB,292,280,2,,12741,12741,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L28,5,RB,250,,1,,12361,12361,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L05,2,RB,272,220,2,,12799,12799,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L16,9,RB,215,121,1,,12486,12486,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L25,3,RB,405,717,4,,12826,12826,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L38,8,RB,248,197,1,,12622,12622,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L33,10,RB,229,142,1,,12666,12666,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,11,RB,261,217,1,,12248,12248,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L01,11,RB,251,179,1,,12111,12111,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L14,1,RB,380,611,3,,12854,12854,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L36,7,RB,278,284,1,,12675,12675,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L23,13,RB,235,135,1,,12565,12565,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L21,6,RB,353,481,2,,12750,12750,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L02,3,RB,321,397,2,,12836,12836,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L27,6,RB,278,275,2,,12275,12275,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L16,4,RB,247,190,1,,12140,12140,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L02,4,RB,235,161,1,,12174,12174,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L10,8,RB,265,234,1,,12203,12203,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L14,2,RB,251,179,1,,12404,12404,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,11,RB,391,650,3,,12431,12431,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L15,9,RB,228,140,1,,12859,12859,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L33,13,RB,220,121,1,,12669,12669,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L13,2,RB,239,153,1,,12133,12133,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L28,9,RB,219,,1,,12365,12365,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L20,13,RB,227,,1,,12342,12342,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L28,5,RB,232,148,1,,12506,12506,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L28,4,RB,206,,1,,12360,12360,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L05,4,RB,252,191,1,,12117,12117,,9.85121E+14,9.85121E+14,SCA
10/23/2013,2013,5,L28,2,RB,322,405,4,,12830,12830,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L08,4,RB,360,515,3,,12122,12122,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L36,3,RB,357,499,3,,12671,12671,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L38,4,RB,250,197,1,,12618,12618,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L09,4,RB,243,183,1,,12801,12801,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L23,9,RB,215,94,1,,12562,12562,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L13,1,RB,313,365,2,,12132,12132,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L23,3,RB,229,128,1,,12872,12872,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L09,2,RB,262,223,1,,12125,12125,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L22,10,RB,407,755,4,,12430,12430,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L12,4,RB,245,176,1,,12129,12129,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L22,4,RB,325,397,2,,12243,12243,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L28,7,RB,228,,1,,12363,12363,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L33,6,RB,226,131,1,,12662,12662,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L11,5,RB,303,332,2,,12525,12525,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L27,18,RB,190,91,1,,,,,9.85121E+14,9.85121E+14,SCA
10/24/2013,2013,5,L15,8,RB,332,441,2,,12858,12858,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L23,6,RB,250,177,1,,12447,12447,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L21,6,RB,222,147,1,,12163,12163,,9.85121E+14,9.85121E+14,SCA
10/12/2013,2013,2,L23,11,RB,232,133,1,,12451,12451,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L49,7,RB,380,635,4,,12712,12712,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L07,13,RB,115,32,0,,,,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L15,7,RB,243,167,1,,12222,12222,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,8,RB,424,712,4,,12428,12428,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L33,5,RB,300,309,2,,12661,12661,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,20,RB,231,165,1,,12254,12254,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L51,7,RB,426,792,3,,12652,12652,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L16,11,RB,234,154,1,,12488,12488,,9.85121E+14,9.85121E+14,RA
10/19/2013,2013,4,L28,2,RB,336,338,2,,12754,12754,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L07,11,RB,333,417,3,,12195,12195,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L22,12,RB,192,91,1,,,,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L05,3,RB,247,,1,,12296,12296,9.85121E+14,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L20,10,RB,235,,1,,12339,12339,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L39,1,RB,341,429,2,,12626,12626,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L27,17,RB,240,171,1,,12286,12286,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,23,RB,241,160,1,,12604,12604,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L12,9,RB,229,,1,,12317,12317,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L34,12,RB,348,509,6,,12595,12595,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L20,3,RB,386,,4,,12332,12332,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L22,3,RB,254,199,1,,12242,12242,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L10,4,RB,258,229,1,,12765,12765,,9.85121E+14,9.85121E+14,RA
10/7/2013,2013,1,L12,3,RB,240,177,1,,12128,12128,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L34,17,RB,334,381,3,,12600,12600,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L33,9,RB,250,173,1,,12665,12665,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L16,6,RB,215,,1,,12324,12324,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L36,14,RB,112,44,0,,,,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L20,10,RB,252,219,1,,12157,12157,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L21,9,RB,194,82,1,,,,,9.85121E+14,9.85121E+14,RA
10/24/2013,2013,5,L07,2,RB,396,674,3,,12843,12843,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L36,5,RB,344,532,3,,12673,12673,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L08,8,RB,250,189,1,,12470,12470,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L37,7,RB,261,212,1,,12687,12687,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L22,11,RB,238,160,1,,12784,12784,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L22,22,RB,333,437,2,,12256,12256,,9.85121E+14,9.85121E+14,SCA
10/20/2013,2013,4,L07,2,RB,304,353,2,,12759,12759,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L23,12,RB,311,325,2,,12452,12452,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L49,19,RB,240,191,1,,12724,12724,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L52,2,RB,408,723,4,,12726,12726,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L06,2,RB,297,312,2,,12758,12758,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L02,9,RB,75,5,0,,,,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L16,13,RB,111,12,0,,,,,9.85121E+14,9.85121E+14,SCA
10/18/2013,2013,0,L52,6,RB,397,747,3,,12730,12730,,9.85121E+14,9.85121E+14,RA
10/23/2013,2013,5,L21,4,RB,346,405,2,,12819,12819,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L07,6,RB,341,507,2,,12190,12190,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L06,1,RB,210,119,1,,12181,12181,,9.85121E+14,9.85121E+14,SCA
10/11/2013,2013,2,L16,10,RB,259,,1,,12328,12328,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L23,8,RB,192,89,1,,,,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L10,4,RB,246,202,1,,12199,12199,,9.85121E+14,9.85121E+14,RA
10/17/2013,2013,0,L50,4,RB,173,67,1,,,,,9.85121E+14,9.85121E+14,SCA
10/7/2013,2013,1,L17,2,RB,221,119,1,,12147,12147,,9.85121E+14,9.85121E+14,SCA
10/17/2013,2013,0,L31,6,RB,365,517,3,,12577,12577,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L12,6,RB,370,,3,,12314,12314,,9.85121E+14,9.85121E+14,SCA
10/16/2013,2013,3,L02,6,RB,258,202,1,,12512,12512,,9.85121E+14,9.85121E+14,RA
10/8/2013,2013,1,L07,2,RB,240,173,1,,12186,12186,,9.85121E+14,9.85121E+14,RA
10/18/2013,2013,0,L48,10,RB,159,43,0,,,,,9.85121E+14,9.85121E+14,SCA
10/15/2013,2013,3,L01,1,RB,253,182,1,,12461,12461,,9.85121E+14,9.85121E+14,RA
10/11/2013,2013,2,L28,10,RB,238,,1,,12366,12366,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L19,6,RB,241,167,1,,12421,12421,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L16,12,RB,240,184,1,,12489,12489,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L22,17,RB,252,165,1,,12436,12436,,9.85121E+14,9.85121E+14,RA
10/15/2013,2013,3,L12,6,RB,248,193,1,,12475,12475,,9.85121E+14,9.85121E+14,RA
10/16/2013,2013,3,L22,20,RB,238,149,1,,12553,12553,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L11,8,RB,321,409,2,,12395,12395,,9.85121E+14,9.85121E+14,SCA
10/8/2013,2013,1,L15,4,RB,227,139,1,,12219,12219,,9.85121E+14,9.85121E+14,RA
10/12/2013,2013,2,L19,4,RB,420,817,3,,12419,12419,,9.85121E+14,9.85121E+14,SCA
10/19/2013,2013,4,L21,8,RB,216,107,1,,12752,12752,,9.85121E+14,9.85121E+14,RA
10/20/2013,2013,4,L23,2,RB,285,251,1,,12790,12790,,9.85121E+14,9.85121E+14,RA
